time,date,sunrise,sunset,irr_wm2,irr_source,cloud_cover,temperature_2m,rain,snowfall,snow_depth,pr_used,pv_kw_pred,snow_factor,step_kwh
2026-04-18 00:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,0.0,gti,24,10.2,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-18 01:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,0.0,gti,42,9.6,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-18 02:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,0.0,gti,100,9.1,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-18 03:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,0.0,gti,96,8.3,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-18 04:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,0.0,gti,0,7.6,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-18 05:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,0.0,gti,0,6.6,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-18 06:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,0.0,gti,17,5.9,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-18 07:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,25.9,gti,0,6.1,0.0,0.0,0.0,0.82,0.1741516,1.0,0.1741516
2026-04-18 08:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,69.8,gti,0,9.0,0.0,0.0,0.0,0.82,0.46933519999999995,1.0,0.46933519999999995
2026-04-18 09:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,206.6,gti,0,11.5,0.0,0.0,0.0,0.82,1.3891783999999998,1.0,1.3891783999999998
2026-04-18 10:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,403.7,gti,2,13.5,0.0,0.0,0.0,0.82,2.7144787999999993,1.0,2.7144787999999993
2026-04-18 11:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,599.7,gti,4,15.0,0.0,0.0,0.0,0.82,4.0323828,1.0,4.0323828
2026-04-18 12:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,768.7,gti,15,16.4,0.0,0.0,0.0,0.82,5.168738799999999,1.0,5.168738799999999
2026-04-18 13:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,869.2,gti,82,17.5,0.0,0.0,0.0,0.82,5.8445008,1.0,5.8445008
2026-04-18 14:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,888.3,gti,0,18.2,0.0,0.0,0.0,0.82,5.972929199999999,1.0,5.972929199999999
2026-04-18 15:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,921.4,gti,47,18.8,0.0,0.0,0.0,0.82,6.195493599999999,1.0,6.195493599999999
2026-04-18 16:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,773.7,gti,97,19.3,0.0,0.0,0.0,0.82,5.2023588,1.0,5.2023588
2026-04-18 17:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,523.5,gti,100,18.8,0.0,0.0,0.0,0.82,3.520013999999999,1.0,3.520013999999999
2026-04-18 18:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,366.7,gti,98,18.4,0.0,0.0,0.0,0.82,2.465690799999999,1.0,2.465690799999999
2026-04-18 19:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,172.1,gti,84,16.9,0.0,0.0,0.0,0.82,1.1572003999999998,1.0,1.1572003999999998
2026-04-18 20:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,32.0,gti,36,15.2,0.0,0.0,0.0,0.82,0.21516799999999997,1.0,0.21516799999999997
2026-04-18 21:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,0.0,gti,67,14.3,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-18 22:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,0.0,gti,72,13.6,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-18 23:00:00,2026-04-18,2026-04-18 05:56:00,2026-04-18 19:50:00,0.0,gti,61,12.8,0.0,0.0,0.0,0.82,0.0,1.0,0.0
