time,date,sunrise,sunset,irr_wm2,irr_source,cloud_cover,temperature_2m,rain,snowfall,snow_depth,pr_used,pv_kw_pred,snow_factor,step_kwh
2026-04-13 00:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,0.0,gti,100,9.7,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-13 01:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,0.0,gti,100,9.5,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-13 02:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,0.0,gti,98,9.5,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-13 03:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,0.0,gti,100,9.5,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-13 04:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,0.0,gti,100,9.3,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-13 05:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,0.0,gti,100,9.0,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-13 06:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,0.0,gti,100,8.9,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-13 07:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,9.1,gti,100,9.0,0.0,0.0,0.0,0.82,0.06118839999999999,1.0,0.06118839999999999
2026-04-13 08:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,51.7,gti,100,9.3,0.0,0.0,0.0,0.82,0.34763079999999996,1.0,0.34763079999999996
2026-04-13 09:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,115.2,gti,100,10.0,0.0,0.0,0.0,0.82,0.7746047999999999,1.0,0.7746047999999999
2026-04-13 10:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,197.4,gti,100,11.1,0.0,0.0,0.0,0.82,1.3273175999999998,1.0,1.3273175999999998
2026-04-13 11:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,368.8,gti,100,12.3,0.0,0.0,0.0,0.82,2.4798111999999994,1.0,2.4798111999999994
2026-04-13 12:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,385.7,gti,100,13.4,0.0,0.0,0.0,0.82,2.5934467999999993,1.0,2.5934467999999993
2026-04-13 13:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,512.3,gti,100,14.5,0.0,0.0,0.0,0.82,3.4447051999999996,1.0,3.4447051999999996
2026-04-13 14:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,584.1,gti,98,15.1,0.0,0.0,0.0,0.82,3.9274884,1.0,3.9274884
2026-04-13 15:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,616.2,gti,100,15.6,0.0,0.0,0.0,0.82,4.1433288,1.0,4.1433288
2026-04-13 16:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,355.4,gti,100,15.4,0.0,0.0,0.0,0.82,2.3897095999999998,1.0,2.3897095999999998
2026-04-13 17:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,277.6,gti,100,15.6,0.0,0.0,0.0,0.82,1.8665824,1.0,1.8665824
2026-04-13 18:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,196.2,gti,100,15.5,0.0,0.0,0.0,0.82,1.3192487999999998,1.0,1.3192487999999998
2026-04-13 19:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,78.1,gti,100,14.9,0.0,0.0,0.0,0.82,0.5251443999999998,1.0,0.5251443999999998
2026-04-13 20:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,7.5,gti,100,13.6,0.0,0.0,0.0,0.82,0.05042999999999999,1.0,0.05042999999999999
2026-04-13 21:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,0.0,gti,100,12.5,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-13 22:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,0.0,gti,100,11.5,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-13 23:00:00,2026-04-13,2026-04-13 06:06:00,2026-04-13 19:42:00,0.0,gti,81,10.9,0.0,0.0,0.0,0.82,0.0,1.0,0.0
