time,date,irr_wm2,irr_source,cloud_cover,temperature_2m,rain,snowfall,snow_depth,pr_used,pv_kw_pred,snow_factor,step_kwh
2026-02-19 00:00:00,2026-02-19,0.0,gti,0,-1.3,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-02-19 01:00:00,2026-02-19,0.0,gti,4,-1.8,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-02-19 02:00:00,2026-02-19,0.0,gti,49,-1.9,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-02-19 03:00:00,2026-02-19,0.0,gti,58,-2.2,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-02-19 04:00:00,2026-02-19,0.0,gti,100,-2.1,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-02-19 05:00:00,2026-02-19,0.0,gti,98,-2.2,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-02-19 06:00:00,2026-02-19,0.0,gti,100,-2.1,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-02-19 07:00:00,2026-02-19,0.0,gti,100,-2.2,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-02-19 08:00:00,2026-02-19,24.5,gti,100,-1.9,0.0,0.0,0.0,0.82,0.164738,1.0,0.164738
2026-02-19 09:00:00,2026-02-19,93.2,gti,100,-1.5,0.0,0.0,0.0,0.82,0.6266768,1.0,0.6266768
2026-02-19 10:00:00,2026-02-19,129.2,gti,100,-0.9,0.0,0.0,0.0,0.82,0.8687407999999998,1.0,0.8687407999999998
2026-02-19 11:00:00,2026-02-19,171.8,gti,100,-0.1,0.0,0.0,0.0,0.82,1.1551832,1.0,1.1551832
2026-02-19 12:00:00,2026-02-19,218.8,gti,100,0.9,0.0,0.0,0.0,0.82,1.4712112,1.0,1.4712112
2026-02-19 13:00:00,2026-02-19,228.8,gti,99,0.9,0.0,0.0,0.0,0.82,1.5384511999999997,1.0,1.5384511999999997
2026-02-19 14:00:00,2026-02-19,179.0,gti,96,1.2,0.0,0.0,0.0,0.82,1.2035959999999997,1.0,1.2035959999999997
2026-02-19 15:00:00,2026-02-19,108.5,gti,100,1.3,0.0,0.0,0.0,0.82,0.7295539999999999,1.0,0.7295539999999999
2026-02-19 16:00:00,2026-02-19,56.8,gti,100,1.2,0.0,0.0,0.0,0.82,0.38192319999999996,1.0,0.38192319999999996
2026-02-19 17:00:00,2026-02-19,21.5,gti,100,0.7,0.0,0.0,0.0,0.82,0.14456599999999994,1.0,0.14456599999999994
2026-02-19 18:00:00,2026-02-19,0.5,gti,100,0.5,0.0,0.0,0.0,0.82,0.0033619999999999995,1.0,0.0033619999999999995
2026-02-19 19:00:00,2026-02-19,0.0,gti,100,0.1,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-02-19 20:00:00,2026-02-19,0.0,gti,100,-0.2,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-02-19 21:00:00,2026-02-19,0.0,gti,100,-0.5,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-02-19 22:00:00,2026-02-19,0.0,gti,100,-0.7,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-02-19 23:00:00,2026-02-19,0.0,gti,100,-1.0,0.0,0.0,0.0,0.82,0.0,1.0,0.0
