time,date,irr_wm2,irr_source,cloud_cover,temperature_2m,rain,snowfall,snow_depth,pr_used,pv_kw_pred,snow_factor,step_kwh
2026-03-07 00:00:00,2026-03-07,0.0,gti,0,6.7,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-07 01:00:00,2026-03-07,0.0,gti,0,6.5,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-07 02:00:00,2026-03-07,0.0,gti,0,6.1,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-07 03:00:00,2026-03-07,0.0,gti,0,5.8,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-07 04:00:00,2026-03-07,0.0,gti,0,5.7,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-07 05:00:00,2026-03-07,0.0,gti,0,5.5,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-07 06:00:00,2026-03-07,0.0,gti,0,4.7,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-07 07:00:00,2026-03-07,7.0,gti,0,5.0,0.0,0.0,0.0,0.82,0.047068,1.0,0.047068
2026-03-07 08:00:00,2026-03-07,51.9,gti,0,5.6,0.0,0.0,0.0,0.82,0.34897559999999994,1.0,0.34897559999999994
2026-03-07 09:00:00,2026-03-07,197.7,gti,0,7.3,0.0,0.0,0.0,0.82,1.3293347999999998,1.0,1.3293347999999998
2026-03-07 10:00:00,2026-03-07,377.7,gti,0,9.7,0.0,0.0,0.0,0.82,2.5396547999999997,1.0,2.5396547999999997
2026-03-07 11:00:00,2026-03-07,546.4,gti,0,12.2,0.0,0.0,0.0,0.82,3.6739935999999997,1.0,3.6739935999999997
2026-03-07 12:00:00,2026-03-07,678.7,gti,0,13.7,0.0,0.0,0.0,0.82,4.563578799999999,1.0,4.563578799999999
2026-03-07 13:00:00,2026-03-07,744.1,gti,0,14.8,0.0,0.0,0.0,0.82,5.003328399999999,1.0,5.003328399999999
2026-03-07 14:00:00,2026-03-07,740.2,gti,0,15.0,0.0,0.0,0.0,0.82,4.977104799999999,1.0,4.977104799999999
2026-03-07 15:00:00,2026-03-07,654.0,gti,0,15.0,0.0,0.0,0.0,0.82,4.397495999999999,1.0,4.397495999999999
2026-03-07 16:00:00,2026-03-07,497.2,gti,0,14.5,0.0,0.0,0.0,0.82,3.343172799999999,1.0,3.343172799999999
2026-03-07 17:00:00,2026-03-07,273.7,gti,0,13.8,0.0,0.0,0.0,0.82,1.8403587999999997,1.0,1.8403587999999997
2026-03-07 18:00:00,2026-03-07,36.7,gti,0,11.7,0.0,0.0,0.0,0.82,0.24677079999999998,1.0,0.24677079999999998
2026-03-07 19:00:00,2026-03-07,0.0,gti,1,10.3,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-07 20:00:00,2026-03-07,0.0,gti,0,9.3,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-07 21:00:00,2026-03-07,0.0,gti,0,9.1,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-07 22:00:00,2026-03-07,0.0,gti,0,8.4,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-07 23:00:00,2026-03-07,0.0,gti,0,6.8,0.0,0.0,0.0,0.82,0.0,1.0,0.0
