time,date,irr_wm2,irr_source,cloud_cover,temperature_2m,rain,snowfall,snow_depth,pr_used,pv_kw_pred,snow_factor,step_kwh
2026-03-11 00:00:00,2026-03-11,0.0,gti,19,6.7,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-11 01:00:00,2026-03-11,0.0,gti,26,6.0,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-11 02:00:00,2026-03-11,0.0,gti,25,5.7,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-11 03:00:00,2026-03-11,0.0,gti,73,5.6,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-11 04:00:00,2026-03-11,0.0,gti,78,5.0,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-11 05:00:00,2026-03-11,0.0,gti,96,4.9,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-11 06:00:00,2026-03-11,0.0,gti,93,4.6,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-11 07:00:00,2026-03-11,11.6,gti,0,4.2,0.0,0.0,0.0,0.82,0.07799839999999998,1.0,0.07799839999999998
2026-03-11 08:00:00,2026-03-11,63.5,gti,0,5.3,0.0,0.0,0.0,0.82,0.4269739999999999,1.0,0.4269739999999999
2026-03-11 09:00:00,2026-03-11,213.4,gti,0,7.1,0.0,0.0,0.0,0.82,1.4349015999999999,1.0,1.4349015999999999
2026-03-11 10:00:00,2026-03-11,392.0,gti,0,9.3,0.0,0.0,0.0,0.82,2.635808,1.0,2.635808
2026-03-11 11:00:00,2026-03-11,557.7,gti,0,10.8,0.0,0.0,0.0,0.82,3.7499748,1.0,3.7499748
2026-03-11 12:00:00,2026-03-11,677.2,gti,0,12.1,0.0,0.0,0.0,0.82,4.553492799999999,1.0,4.553492799999999
2026-03-11 13:00:00,2026-03-11,744.5,gti,0,13.4,0.0,0.0,0.0,0.82,5.006017999999999,1.0,5.006017999999999
2026-03-11 14:00:00,2026-03-11,740.9,gti,4,14.3,0.0,0.0,0.0,0.82,4.981811599999999,1.0,4.981811599999999
2026-03-11 15:00:00,2026-03-11,660.1,gti,0,14.8,0.0,0.0,0.0,0.82,4.4385124,1.0,4.4385124
2026-03-11 16:00:00,2026-03-11,512.2,gti,0,14.8,0.0,0.0,0.0,0.82,3.4440328,1.0,3.4440328
2026-03-11 17:00:00,2026-03-11,269.0,gti,100,14.3,0.0,0.0,0.0,0.82,1.8087559999999998,1.0,1.8087559999999998
2026-03-11 18:00:00,2026-03-11,26.9,gti,56,12.8,0.0,0.0,0.0,0.82,0.18087559999999997,1.0,0.18087559999999997
2026-03-11 19:00:00,2026-03-11,0.0,gti,71,11.2,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-11 20:00:00,2026-03-11,0.0,gti,67,10.0,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-11 21:00:00,2026-03-11,0.0,gti,30,9.7,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-11 22:00:00,2026-03-11,0.0,gti,18,9.0,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-03-11 23:00:00,2026-03-11,0.0,gti,12,8.8,0.0,0.0,0.0,0.82,0.0,1.0,0.0
