time,date,sunrise,sunset,irr_wm2,irr_source,cloud_cover,temperature_2m,rain,snowfall,snow_depth,pr_used,pv_kw_pred,snow_factor,step_kwh
2026-04-19 00:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,0.0,gti,96,12.4,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-19 01:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,0.0,gti,100,12.0,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-19 02:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,0.0,gti,76,11.2,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-19 03:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,0.0,gti,62,10.5,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-19 04:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,0.0,gti,45,9.8,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-19 05:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,0.0,gti,72,9.2,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-19 06:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,0.0,gti,92,8.9,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-19 07:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,25.3,gti,95,9.5,0.0,0.0,0.0,0.82,0.17011719999999997,1.0,0.17011719999999997
2026-04-19 08:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,85.5,gti,100,10.8,0.0,0.0,0.0,0.82,0.5749019999999999,1.0,0.5749019999999999
2026-04-19 09:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,109.4,gti,100,11.4,0.4,0.0,0.0,0.82,0.7356056,1.0,0.7356056
2026-04-19 10:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,222.0,gti,100,12.6,0.0,0.0,0.0,0.82,1.4927279999999998,1.0,1.4927279999999998
2026-04-19 11:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,411.5,gti,98,14.4,0.0,0.0,0.0,0.82,2.7669259999999993,1.0,2.7669259999999993
2026-04-19 12:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,557.4,gti,100,15.9,0.0,0.0,0.0,0.82,3.7479575999999994,1.0,3.7479575999999994
2026-04-19 13:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,390.0,gti,100,16.3,0.0,0.0,0.0,0.82,2.62236,1.0,2.62236
2026-04-19 14:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,197.3,gti,100,15.3,0.7,0.0,0.0,0.82,1.3266451999999997,1.0,1.3266451999999997
2026-04-19 15:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,136.1,gti,100,14.7,1.0,0.0,0.0,0.82,0.9151363999999997,1.0,0.9151363999999997
2026-04-19 16:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,164.9,gti,100,14.4,1.4,0.0,0.0,0.82,1.1087875999999999,1.0,1.1087875999999999
2026-04-19 17:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,283.6,gti,100,14.6,0.0,0.0,0.0,0.82,1.9069264,1.0,1.9069264
2026-04-19 18:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,216.9,gti,100,14.6,0.0,0.0,0.0,0.82,1.4584355999999998,1.0,1.4584355999999998
2026-04-19 19:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,107.4,gti,100,13.9,0.0,0.0,0.0,0.82,0.7221576,1.0,0.7221576
2026-04-19 20:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,14.7,gti,100,12.9,0.0,0.0,0.0,0.82,0.09884279999999998,1.0,0.09884279999999998
2026-04-19 21:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,0.0,gti,100,12.0,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-19 22:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,0.0,gti,0,9.8,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-04-19 23:00:00,2026-04-19,2026-04-19 05:54:00,2026-04-19 19:51:00,0.0,gti,93,8.6,0.0,0.0,0.0,0.82,0.0,1.0,0.0
