time,date,sunrise,sunset,irr_wm2,irr_source,cloud_cover,temperature_2m,rain,snowfall,snow_depth,pr_used,pv_kw_pred,snow_factor,step_kwh
2026-05-07 00:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,0.0,gti,100,16.1,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-05-07 01:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,0.0,gti,100,15.4,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-05-07 02:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,0.0,gti,100,14.5,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-05-07 03:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,0.0,gti,100,13.3,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-05-07 04:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,0.0,gti,100,13.1,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-05-07 05:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,0.0,gti,84,12.9,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-05-07 06:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,3.9,gti,100,12.9,0.0,0.0,0.0,0.82,0.026223599999999993,1.0,0.026223599999999993
2026-05-07 07:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,34.7,gti,100,13.5,0.0,0.0,0.0,0.82,0.2333228,1.0,0.2333228
2026-05-07 08:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,82.9,gti,97,14.4,0.0,0.0,0.0,0.82,0.5574195999999999,1.0,0.5574195999999999
2026-05-07 09:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,235.2,gti,100,15.5,0.0,0.0,0.0,0.82,1.5814847999999997,1.0,1.5814847999999997
2026-05-07 10:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,363.7,gti,100,16.4,0.0,0.0,0.0,0.82,2.4455187999999994,1.0,2.4455187999999994
2026-05-07 11:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,390.6,gti,100,17.4,0.0,0.0,0.0,0.82,2.6263943999999997,1.0,2.6263943999999997
2026-05-07 12:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,493.2,gti,100,18.3,0.0,0.0,0.0,0.82,3.3162767999999994,1.0,3.3162767999999994
2026-05-07 13:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,673.6,gti,100,19.8,0.0,0.0,0.0,0.82,4.529286399999999,1.0,4.529286399999999
2026-05-07 14:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,678.4,gti,100,20.3,0.0,0.0,0.0,0.82,4.561561599999999,1.0,4.561561599999999
2026-05-07 15:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,727.6,gti,100,20.8,0.0,0.0,0.0,0.82,4.8923824,1.0,4.8923824
2026-05-07 16:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,555.2,gti,21,20.7,0.0,0.0,0.0,0.82,3.7331648,1.0,3.7331648
2026-05-07 17:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,312.7,gti,98,19.7,0.0,0.0,0.0,0.82,2.1025947999999994,1.0,2.1025947999999994
2026-05-07 18:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,278.2,gti,86,19.6,0.0,0.0,0.0,0.82,1.8706167999999999,1.0,1.8706167999999999
2026-05-07 19:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,148.0,gti,92,18.0,0.0,0.0,0.0,0.82,0.9951519999999998,1.0,0.9951519999999998
2026-05-07 20:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,56.0,gti,100,17.2,0.0,0.0,0.0,0.82,0.376544,1.0,0.376544
2026-05-07 21:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,1.0,gti,100,15.5,0.0,0.0,0.0,0.82,0.006723999999999999,1.0,0.006723999999999999
2026-05-07 22:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,0.0,gti,100,14.0,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-05-07 23:00:00,2026-05-07,2026-05-07 05:22:00,2026-05-07 20:18:00,0.0,gti,100,13.5,0.0,0.0,0.0,0.82,0.0,1.0,0.0
