time,date,sunrise,sunset,irr_wm2,irr_source,cloud_cover,temperature_2m,rain,snowfall,snow_depth,pr_used,pv_kw_pred,snow_factor,step_kwh
2026-05-14 00:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,0.0,gti,63,7.9,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-05-14 01:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,0.0,gti,100,7.3,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-05-14 02:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,0.0,gti,100,7.6,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-05-14 03:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,0.0,gti,100,6.9,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-05-14 04:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,0.0,gti,94,6.8,0.0,0.0,0.0,0.82,0.0,1.0,0.0
2026-05-14 05:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,0.0,gti,98,6.2,0.1,0.0,0.0,0.82,0.0,1.0,0.0
2026-05-14 06:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,8.7,gti,99,5.9,0.1,0.0,0.0,0.82,0.05849879999999998,1.0,0.05849879999999998
2026-05-14 07:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,33.7,gti,100,8.5,0.2,0.0,0.0,0.82,0.22659879999999996,1.0,0.22659879999999996
2026-05-14 08:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,89.4,gti,100,9.0,0.1,0.0,0.0,0.82,0.6011255999999999,1.0,0.6011255999999999
2026-05-14 09:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,191.1,gti,99,10.5,0.0,0.0,0.0,0.82,1.2849563999999998,1.0,1.2849563999999998
2026-05-14 10:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,283.8,gti,100,11.8,0.0,0.0,0.0,0.82,1.9082711999999997,1.0,1.9082711999999997
2026-05-14 11:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,370.2,gti,100,12.7,0.0,0.0,0.0,0.82,2.4892247999999992,1.0,2.4892247999999992
2026-05-14 12:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,470.8,gti,95,13.8,0.0,0.0,0.0,0.82,3.1656591999999995,1.0,3.1656591999999995
2026-05-14 13:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,658.2,gti,99,14.6,0.0,0.0,0.0,0.82,4.425736799999999,1.0,4.425736799999999
2026-05-14 14:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,603.7,gti,85,15.3,0.0,0.0,0.0,0.82,4.0592787999999995,1.0,4.0592787999999995
2026-05-14 15:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,748.1,gti,97,15.6,0.0,0.0,0.0,0.82,5.030224399999999,1.0,5.030224399999999
2026-05-14 16:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,536.7,gti,100,15.3,0.0,0.0,0.0,0.82,3.6087708,1.0,3.6087708
2026-05-14 17:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,336.3,gti,100,15.3,0.0,0.0,0.0,0.82,2.2612811999999995,1.0,2.2612811999999995
2026-05-14 18:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,286.6,gti,100,14.9,0.0,0.0,0.0,0.82,1.9270983999999998,1.0,1.9270983999999998
2026-05-14 19:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,93.8,gti,100,14.3,0.0,0.0,0.0,0.82,0.6307111999999998,1.0,0.6307111999999998
2026-05-14 20:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,24.1,gti,100,13.6,0.0,0.0,0.0,0.82,0.16204839999999998,1.0,0.16204839999999998
2026-05-14 21:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,1.0,gti,100,12.5,0.1,0.0,0.0,0.82,0.006723999999999999,1.0,0.006723999999999999
2026-05-14 22:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,0.0,gti,100,11.4,0.7,0.0,0.0,0.82,0.0,1.0,0.0
2026-05-14 23:00:00,2026-05-14,2026-05-14 05:12:00,2026-05-14 20:28:00,0.0,gti,100,10.9,1.2,0.0,0.0,0.82,0.0,1.0,0.0
